,Unnamed: 0,ingredient,amount,ingr_annotation,amount_annotation,norm_value,norm_unit,nutrition
62,62,lauch längs halbiert undgeschnitten,60 g,"{""gewicht"": 60, ""einheit"": ""g""}","{""zutat"": ""Lauch"", ""eigenschaft"": ""geschnitten""}",60.0,g,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""g"", ""bezeichnung"": ""lauch"", ""erkannteZutat"": ""Porree roh""}, {""ZF"": 171.6, ""ZE"": 1284.0, ""ZK"": 1957.2, ""ZA"": 0.0, ""GCAL"": 15.0, ""QUALI"": 1.25457046}]]}"
63,63,zwiebel gewürfelt,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
64,64,wasser,1 liter,"{""volumen"": 1, ""einheit"": ""liter""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""liter""}",1.0,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
65,65,riesling trocken,100 ml,"{""volumen"": 100, ""einheit"": ""ml""}","{""zutat"": ""Riesling"", ""eigenschaft"": ""trocken""}",0.1,l,
66,66,muskatnuss frisch gerieben,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise""}","{""zutat"": ""Muskatnuss"", ""eigenschaft"": ""gerieben""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""0.2g"", ""einheit"": ""l"", ""bezeichnung"": ""muskatnuss"", ""erkannteZutat"": ""Muskatnuss getrocknet""}, {""ZF"": 72.6, ""ZE"": 11.6, ""ZK"": 90.0, ""ZA"": 0.0, ""GCAL"": 1.054, ""QUALI"": 0.4629904600000001}]]}"
67,67,liebstöckel frischgeschnitten,6 blatt,"{""anzahl"": 6, ""einheit"": ""blatt""}","{""zutat"": ""Liebst\u00f6ckel"", ""eigenschaft"": ""frischgeschnitten""}",6.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""liebstockel frischgeschnitten"", ""erkannteZutat"": ""Liebst\u00f6ckel frisch""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.2163304600000002}]]}"
68,68,zwiebel  gewürfelt,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
69,69,basilikum,6 blatt,"{""anzahl"": 6, ""einheit"": ""blatt""}","{""zutat"": ""Basilikum"", ""eigenschaft"": ""blatt""}",6.0,stk,"{""detailed_info"": [[{""menge"": ""12.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""basilikum"", ""erkannteZutat"": ""Basilikum frisch""}, {""ZF"": 96.0, ""ZE"": 372.0, ""ZK"": 612.0, ""ZA"": 0.0, ""GCAL"": 4.92, ""QUALI"": 0.87892046}]]}"
70,70,crema di balsamico  rot,1 spritzer,"{""anzahl"": 1, ""einheit"": ""spritzer""}","{""zutat"": ""Creme"", ""eigenschaft"": ""rot""}",0.002,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""balsamico"", ""erkannteZutat"": ""Balsamicoessig""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
71,71,tomatenpüree,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Tomatenp\u00fcree""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""tomatenpuree"", ""erkannteZutat"": ""Tomatenp\u00fcree""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.9685504600000002}]]}"
72,72,zitronensaft,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Zitronensaft""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.6g"", ""einheit"": ""l"", ""bezeichnung"": ""zitronensaft"", ""erkannteZutat"": ""Zitrone Fruchtsaft""}, {""ZF"": 2.904, ""ZE"": 3.81, ""ZK"": 22.535999999999998, ""ZA"": 0.0, ""GCAL"": 0.222, ""QUALI"": 99999.0}]]}"
73,73,rüböl  rapsöl ,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""R\u00fcb\u00f6l""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""rapsol"", ""erkannteZutat"": ""R\u00fcb\u00f6l (Raps\u00f6l)""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.35420046000000005}]]}"
74,74,bier,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Bier""}",0.015,l,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""l"", ""bezeichnung"": ""bier"", ""erkannteZutat"": ""Bier""}, {""ZF"": 0.0, ""ZE"": 25.0, ""ZK"": 156.0, ""ZA"": 198.0, ""GCAL"": 2.1, ""QUALI"": 99999.0}]]}"
75,75,sonnenblumenkerne geröstet,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Sonnenblumenkern"", ""eigenschaft"": ""ger\u00f6stet""}",0.015,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""sonnenblumenkerne gerostet"", ""erkannteZutat"": ""Sonnenblumenkern""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 2.41934046}]]}"
76,76,pfeffer aus der mühle,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise""}","{""zutat"": ""Pfeffer"", ""eigenschaft"": ""aus der M\u00fchle""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""l"", ""bezeichnung"": ""pfeffer der muhle"", ""erkannteZutat"": ""Pfeffer""}, {""ZF"": 33.0, ""ZE"": 109.0, ""ZK"": 520.0, ""ZA"": 0.0, ""GCAL"": 2.85, ""QUALI"": 1.58920046}]]}"
77,77,salz aus der mühle,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise"", ""zutat"": ""salz""}","{""zutat"": ""Salz"", ""eigenschaft"": ""aus der M\u00fchle""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""l"", ""bezeichnung"": ""salz der muhle"", ""erkannteZutat"": ""Salz""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.37803046}]]}"
78,78,spaghetti,170 g,"{""gewicht"": 170, ""einheit"": ""g""}","{""zutat"": ""Spaghetti""}",170.0,g,"{""detailed_info"": [[{""menge"": ""170.0g"", ""einheit"": ""g"", ""bezeichnung"": ""spaghetti"", ""erkannteZutat"": ""Eierteigwaren roh""}, {""ZF"": 4726.0, ""ZE"": 22604.9, ""ZK"": 118847.0, ""ZA"": 0.0, ""GCAL"": 615.4, ""QUALI"": 1.9392704600000004}]]}"
79,79,wasser gesalzen,1 ½ liter,"{""volumen"": ""1 \u00bd"", ""einheit"": ""liter""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""gesalzen""}",1.5,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
80,80,margarine,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Margarine""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""margarine"", ""erkannteZutat"": ""Margarine""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
81,81,zwiebel gewürfelt,2 stk.,"{""anzahl"": 2, ""einheit"": ""stk.""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",2.0,stk,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 500.0, ""ZE"": 2354.0, ""ZK"": 9842.0, ""ZA"": 0.0, ""GCAL"": 56.0, ""QUALI"": 99999.0}]]}"
82,82,champignons braun,3 stk.,"{""anzahl"": 3, ""einheit"": ""stk.""}","{""zutat"": ""Champignon"", ""eigenschaft"": ""braun""}",3.0,stk,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""champignons"", ""erkannteZutat"": ""Champignon roh""}, {""ZF"": 74.7, ""ZE"": 1232.1, ""ZK"": 168.0, ""ZA"": 0.0, ""GCAL"": 6.3, ""QUALI"": 1.53613046}]]}"
83,83,wasser,200 ml,"{""volumen"": 200, ""einheit"": ""ml""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""fl\u00fcssig""}",0.2,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
84,84,zucchini geraspelt,150 g,"{""gewicht"": 150, ""einheit"": ""g""}","{""zutat"": ""Zucchini"", ""eigenschaft"": ""geraspelt""}",150.0,g,"{""detailed_info"": [[{""menge"": ""150.0g"", ""einheit"": ""g"", ""bezeichnung"": ""zucchini geraspelt"", ""erkannteZutat"": ""Zucchini gegart""}, {""ZF"": 453.0, ""ZE"": 3205.5, ""ZK"": 3561.0, ""ZA"": 0.0, ""GCAL"": 33.0, ""QUALI"": 1.3844404600000002}]]}"
85,85,karotte geraspelt,0.5 stk.,"{""anzahl"": 0.5, ""einheit"": ""stk.""}","{""zutat"": ""Karotte"", ""eigenschaft"": ""geraspelt""}",0.5,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""karotte geraspelt"", ""erkannteZutat"": ""Karotten-Saftschorle""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": -0.19605954000000003}]]}"
86,86,schnittlauch frisch gehackt,2 esslöffel,"{""anzahl"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Schnittlauch"", ""eigenschaft"": ""gehackt""}",0.03,l,"{""detailed_info"": [[{""menge"": ""0.06g"", ""einheit"": ""l"", ""bezeichnung"": ""schnittlauch"", ""erkannteZutat"": ""Schnittlauch""}, {""ZF"": 0.444, ""ZE"": 2.1479999999999997, ""ZK"": 0.954, ""ZA"": 0.0, ""GCAL"": 0.0168, ""QUALI"": 99999.0}]]}"
87,87,walnuss frischkäse,40 g,"{""gewicht"": 40, ""einheit"": ""g""}","{""zutat"": ""Walnuss"", ""eigenschaft"": ""frisch""}",40.0,g,"{""detailed_info"": [[{""menge"": ""40.0g"", ""einheit"": ""g"", ""bezeichnung"": ""walnuss frischkase"", ""erkannteZutat"": ""Walnuss roh""}, {""ZF"": 28240.0, ""ZE"": 6428.0, ""ZK"": 2436.4, ""ZA"": 0.0, ""GCAL"": 285.6, ""QUALI"": 1.51693046}]]}"
88,88,pistazien,40 g,"{""gewicht"": 40, ""einheit"": ""g""}","{""zutat"": ""Pistazie""}",40.0,g,"{""detailed_info"": [[{""menge"": ""40.0g"", ""einheit"": ""g"", ""bezeichnung"": ""pistazien"", ""erkannteZutat"": ""Pistazie""}, {""ZF"": 20640.0, ""ZE"": 8320.8, ""ZK"": 4620.0, ""ZA"": 0.0, ""GCAL"": 234.8, ""QUALI"": 99999.0}]]}"
89,89,mehl,1 teelöffel,"{""anzahl"": 1, ""einheit"": ""teel\u00f6ffel""}","{""zutat"": ""Mehl""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""mehl"", ""erkannteZutat"": ""Mehl""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
90,90,wasser,100 ml,"{""volumen"": 100, ""einheit"": ""ml""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""fl\u00fcssig""}",0.1,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
91,91,endivien frisch,0.5 stk.,"{""anzahl"": 0.5, ""einheit"": ""stk.""}","{""zutat"": ""Endivie"", ""eigenschaft"": ""frisch""}",0.5,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""endivien"", ""erkannteZutat"": ""Endivien roh""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.3953504600000002}]]}"
92,92,zwiebel gewürfelt,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
93,93,salz grob,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise"", ""zutat"": ""salz""}","{""zutat"": ""Salz"", ""eigenschaft"": ""grob""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""l"", ""bezeichnung"": ""salz grob"", ""erkannteZutat"": ""Salz""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.37803046}]]}"
94,94,knoblauch gehackt,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Knoblauch"", ""eigenschaft"": ""gehackt""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""knoblauch"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 6.0, ""ZE"": 302.5, ""ZK"": 1420.5, ""ZA"": 0.0, ""GCAL"": 7.1, ""QUALI"": 99999.0}]]}"
95,95,zucker,1 prise,"{""anzahl"": 1, ""einheit"": ""prise"", ""zutat"": ""zucker""}","{""zutat"": ""Zucker"", ""eigenschaft"": ""Prise""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""zucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
96,96,senf grob mittelscharf,1 teelöffel,"{""volumen"": 1, ""einheit"": ""teel\u00f6ffel""}","{""zutat"": ""Senf"", ""eigenschaft"": ""mittelscharf""}",0.005,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""senf mittelscharf"", ""erkannteZutat"": ""Senf mittelscharf""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
97,97,weinessig,2 esslöffel,"{""volumen"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Essig"", ""eigenschaft"": ""wei\u00df""}",0.03,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""weinessig"", ""erkannteZutat"": ""Weinessig""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
98,98,rapsöl,3 esslöffel,"{""anzahl"": 3, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""Raps""}",0.045,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""rapsol"", ""erkannteZutat"": ""R\u00fcb\u00f6l (Raps\u00f6l)""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.35420046000000005}]]}"
99,99,parmesan gerieben,2 esslöffel,"{""anzahl"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Parmesan"", ""eigenschaft"": ""gerieben""}",0.03,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""parmesan"", ""erkannteZutat"": ""Parmesan""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
100,100,möhren,900 g,"{""gewicht"": 900, ""einheit"": ""g""}","{""zutat"": ""M\u00f6hre""}",900.0,g,"{""detailed_info"": [[{""menge"": ""900.0g"", ""einheit"": ""g"", ""bezeichnung"": ""mohren"", ""erkannteZutat"": ""Karotte (Mohrr\u00fcbe, M\u00f6hre) roh""}, {""ZF"": 1620.0, ""ZE"": 7560.0, ""ZK"": 61191.0, ""ZA"": 0.0, ""GCAL"": 297.0, ""QUALI"": -1.64410954}]]}"
101,101,zwiebel frisch,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""frisch""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}"
102,102,bohnen grün frisch,400 g,"{""gewicht"": 400, ""einheit"": ""g""}","{""zutat"": ""Bohne"", ""eigenschaft"": ""frisch""}",400.0,g,"{""detailed_info"": [[{""menge"": ""400.0g"", ""einheit"": ""g"", ""bezeichnung"": ""bohnen"", ""erkannteZutat"": ""Sojabohnen""}, {""ZF"": 23596.0, ""ZE"": 47604.0, ""ZK"": 41600.0, ""ZA"": 0.0, ""GCAL"": 576.0, ""QUALI"": 0.8277704600000001}]]}"
103,103,schinkenwürfel,250 g,"{""gewicht"": 250, ""einheit"": ""g""}","{""zutat"": ""Schinkenw\u00fcrfel""}",250.0,g,
104,104,paprikaschoten frisch,3,"{""anzahl"": 3, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Paprikaschote"", ""eigenschaft"": ""frisch""}",3.0,stk,"{""detailed_info"": [[{""menge"": ""420.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""paprikaschoten"", ""erkannteZutat"": ""Paprikaschoten roh""}, {""ZF"": 1008.0, ""ZE"": 4536.0, ""ZK"": 12222.0, ""ZA"": 0.0, ""GCAL"": 79.8, ""QUALI"": 1.8176904600000001}]]}"
105,105,zucchini frisch,100 g,"{""gewicht"": 100, ""einheit"": ""g""}","{""zutat"": ""Zucchini"", ""eigenschaft"": ""frisch""}",100.0,g,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""g"", ""bezeichnung"": ""zucchini"", ""erkannteZutat"": ""Zucchini roh""}, {""ZF"": 287.0, ""ZE"": 2030.0, ""ZK"": 2255.0, ""ZA"": 0.0, ""GCAL"": 21.0, ""QUALI"": 1.3953504600000002}]]}"
106,106,sellerie frisch,0.5 stk.,"{""anzahl"": 0.5, ""einheit"": ""stk.""}","{""zutat"": ""Sellerie"", ""eigenschaft"": ""frisch""}",0.5,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""sellerie"", ""erkannteZutat"": ""Sellerie roh""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.3953504600000002}]]}"
107,107,karotten,7 stk.,"{""anzahl"": 7, ""einheit"": ""stk.""}","{""zutat"": ""Karotte""}",7.0,stk,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""karotten"", ""erkannteZutat"": ""Karotten-Saftschorle""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.20063045999999995}]]}"
108,108,zitronensaft,2 esslöffel,"{""volumen"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Zitronensaft""}",0.03,l,"{""detailed_info"": [[{""menge"": ""1.7999999999999998g"", ""einheit"": ""l"", ""bezeichnung"": ""zitronensaft"", ""erkannteZutat"": ""Zitrone Fruchtsaft""}, {""ZF"": 8.712, ""ZE"": 11.43, ""ZK"": 67.60799999999999, ""ZA"": 0.0, ""GCAL"": 0.6659999999999999, ""QUALI"": 99999.0}]]}"
109,109,zucker,1 esslöffel,"{""volumen"": 1, ""einheit"": ""essl\u00f6ffel"", ""zutat"": ""zucker""}","{""zutat"": ""Zucker""}",0.015,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""zucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}"
110,110,salz grob,1 teelöffel,"{""anzahl"": 1, ""einheit"": ""teel\u00f6ffel""}","{""zutat"": ""Salz"", ""eigenschaft"": ""grob""}",0.005,l,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""l"", ""bezeichnung"": ""salz grob"", ""erkannteZutat"": ""Salz""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.37803046}]]}"
111,111,essig,1 esslöffel,"{""volumen"": 1, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Essig""}",0.015,l,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""l"", ""bezeichnung"": ""essig"", ""erkannteZutat"": ""Essig""}, {""ZF"": 0.0, ""ZE"": 20.0, ""ZK"": 30.0, ""ZA"": 0.0, ""GCAL"": 0.95, ""QUALI"": 99999.0}]]}"
112,112,pfeffer aus der mühle weiß,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise""}","{""zutat"": ""Pfeffer"", ""eigenschaft"": ""wei\u00df""}",0.0005,l,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""l"", ""bezeichnung"": ""pfeffer der muhle"", ""erkannteZutat"": ""Pfeffer""}, {""ZF"": 33.0, ""ZE"": 109.0, ""ZK"": 520.0, ""ZA"": 0.0, ""GCAL"": 2.85, ""QUALI"": 1.58920046}]]}"
113,113,rapsöl,2 esslöffel,"{""volumen"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""Raps-""}",0.03,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""rapsol"", ""erkannteZutat"": ""R\u00fcb\u00f6l (Raps\u00f6l)""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 0.35420046000000005}]]}"
114,114,joghurt   fett,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Joghurt"", ""eigenschaft"": ""fett""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""fett"", ""erkannteZutat"": ""Bratfett (tierisches Fett)""}, {""ZF"": 49650.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 439.0, ""QUALI"": -0.12749953999999986}]]}"
115,115,schmand,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Schmand"", ""eigenschaft"": ""rahmig""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""schmand"", ""erkannteZutat"": ""Creme/Schmand""}, {""ZF"": 15000.5, ""ZE"": 1250.0, ""ZK"": 1200.0, ""ZA"": 0.0, ""GCAL"": 144.0, ""QUALI"": 0.8597204600000001}]]}"
116,116,apfel elstar,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Apfel"", ""eigenschaft"": ""Elstar""}",1.0,stk,"{""detailed_info"": [[{""menge"": ""115.0g"", ""einheit"": ""st\u00fcck"", ""bezeichnung"": ""apfel elstar"", ""erkannteZutat"": ""Apfel""}, {""ZF"": 56.35, ""ZE"": 391.0, ""ZK"": 16502.5, ""ZA"": 0.0, ""GCAL"": 70.15, ""QUALI"": 1.44842046}]]}"
117,117,langkornreis mit wildreis,1 tasse,"{""volumen"": 1, ""einheit"": ""tasse""}","{""zutat"": ""Reis"", ""eigenschaft"": ""langk\u00f6rnig""}",0.25,l,"{""detailed_info"": [[{""menge"": ""0.0g"", ""einheit"": ""l"", ""bezeichnung"": ""reis wildreis"", ""erkannteZutat"": ""Wildreis roh""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 1.3953504600000002}]]}"
