Unnamed: 0,ingredient,amount,ingr_annotation,amount_annotation,norm_value,norm_unit,nutrition,status,prompt_used,recognized_name
60,kartoffel gewürfelt,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Kartoffel"", ""eigenschaft"": ""gew\u00fcrfelt""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""kartoffel"", ""erkannteZutat"": ""Kartoffeln gegart""}, {""ZF"": 13.0, ""ZE"": 1896.0, ""ZK"": 14997.0, ""ZA"": 0.0, ""GCAL"": 70.0, ""QUALI"": 0.9493104600000002}]]}",ok,1.0 stück Kartoffel,kartoffel
61,karotte,0.5 stk.,"{""anzahl"": 0.5, ""einheit"": ""stk.""}","{""zutat"": ""Karotte""}",0.5,stück,"{""detailed_info"": [[{""menge"": ""0.5g"", ""einheit"": ""g"", ""bezeichnung"": ""karotte"", ""erkannteZutat"": ""Karotten-Saftschorle""}, {""ZF"": 0.38, ""ZE"": 1.575, ""ZK"": 11.875, ""ZA"": 0.0, ""GCAL"": 0.06, ""QUALI"": -0.19605954000000003}]]}",ok,0.5 g karotte,karotte
62,lauch längs halbiert undgeschnitten,60 g,"{""gewicht"": 60, ""einheit"": ""g""}","{""zutat"": ""Lauch"", ""eigenschaft"": ""geschnitten""}",60.0,g,"{""detailed_info"": [[{""menge"": ""60.0g"", ""einheit"": ""g"", ""bezeichnung"": ""lauch"", ""erkannteZutat"": ""Porree roh""}, {""ZF"": 171.6, ""ZE"": 1284.0, ""ZK"": 1957.2, ""ZA"": 0.0, ""GCAL"": 15.0, ""QUALI"": 1.25457046}]]}",ok,60.0 g Lauch,lauch
63,zwiebel gewürfelt,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
64,wasser,1 liter,"{""volumen"": 1, ""einheit"": ""liter""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""liter""}",1.0,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}",ok,1.0 liter Wasser,wasser
66,muskatnuss frisch gerieben,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise""}","{""zutat"": ""Muskatnuss"", ""eigenschaft"": ""gerieben""}",0.0005,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""muskatnuss"", ""erkannteZutat"": ""Muskatnuss getrocknet""}, {""ZF"": 363000.0, ""ZE"": 58000.0, ""ZK"": 450000.0, ""ZA"": 0.0, ""GCAL"": 5270.0, ""QUALI"": 0.4629904600000001}]]}",ok,0.0005 liter Muskatnuss,muskatnuss
67,liebstöckel frischgeschnitten,6 blatt,"{""anzahl"": 6, ""einheit"": ""blatt""}","{""zutat"": ""Liebst\u00f6ckel"", ""eigenschaft"": ""frischgeschnitten""}",6.0,stück,"{""detailed_info"": [[{""menge"": ""6.0g"", ""einheit"": ""g"", ""bezeichnung"": ""liebstockel frischgeschnitten"", ""erkannteZutat"": ""Liebstöckel frisch""}, {""ZF"": 47.94, ""ZE"": 210.06, ""ZK"": 300.0, ""ZA"": 0.0, ""GCAL"": 2.52, ""QUALI"": 1.2163304600000002}]]}",ok,6.0 g liebstöckel frischgeschnitten,liebstockel frischgeschnitten
68,zwiebel  gewürfelt,1 stück,"{""anzahl"": 1, ""einheit"": ""st\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
69,basilikum,6 blatt,"{""anzahl"": 6, ""einheit"": ""blatt""}","{""zutat"": ""Basilikum"", ""eigenschaft"": ""blatt""}",6.0,stück,"{""detailed_info"": [[{""menge"": ""12.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""basilikum"", ""erkannteZutat"": ""Basilikum frisch""}, {""ZF"": 96.0, ""ZE"": 372.0, ""ZK"": 612.0, ""ZA"": 0.0, ""GCAL"": 4.92, ""QUALI"": 0.87892046}]]}",ok,6.0 stück Basilikum,basilikum
70,crema di balsamico  rot,1 spritzer,"{""anzahl"": 1, ""einheit"": ""spritzer""}","{""zutat"": ""Creme"", ""eigenschaft"": ""rot""}",0.002,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""creme"", ""erkannteZutat"": ""Cremeeis""}, {""ZF"": 90480.0, ""ZE"": 66830.0, ""ZK"": 196920.0, ""ZA"": 0.0, ""GCAL"": 1880.0, ""QUALI"": 0.87896046}]]}",ok,0.002 liter Creme,creme
71,tomatenpüree,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Tomatenp\u00fcree""}",0.005,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""tomatenpuree"", ""erkannteZutat"": ""Tomatenpüree""}, {""ZF"": 20.0, ""ZE"": 450.0, ""ZK"": 1290.0, ""ZA"": 0.0, ""GCAL"": 7.4, ""QUALI"": 0.9685504600000002}]]}",ok,0.005 liter Tomatenpüree,tomatenpuree
72,zitronensaft,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""Zitronensaft""}",0.005,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""zitronensaft"", ""erkannteZutat"": ""Zitrone Fruchtsaft""}, {""ZF"": 48.4, ""ZE"": 63.5, ""ZK"": 375.6, ""ZA"": 0.0, ""GCAL"": 3.7, ""QUALI"": 99999.0}]]}",ok,0.005 liter Zitronensaft,zitronensaft
73,rüböl  rapsöl ,1 tl,"{""volumen"": 1, ""einheit"": ""tl""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""R\u00fcb\u00f6l""}",0.005,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumenöl""}, {""ZF"": 10000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 88.4, ""QUALI"": 99999.0}]]}",ok,0.005 liter Öl,ol
74,bier,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Bier""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""bier"", ""erkannteZutat"": ""Bier""}, {""ZF"": 0.0, ""ZE"": 50.0, ""ZK"": 312.0, ""ZA"": 396.0, ""GCAL"": 4.2, ""QUALI"": 99999.0}]]}",ok,0.015 liter Bier,bier
75,sonnenblumenkerne geröstet,1 el,"{""volumen"": 1, ""einheit"": ""el""}","{""zutat"": ""Sonnenblumenkern"", ""eigenschaft"": ""ger\u00f6stet""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""sonnenblumenkern"", ""erkannteZutat"": ""Sonnenblumenkern""}, {""ZF"": 2630.0, ""ZE"": 2611.0, ""ZK"": 3474.0, ""ZA"": 0.0, ""GCAL"": 48.0, ""QUALI"": 99999.0}]]}",ok,0.015 liter Sonnenblumenkern,sonnenblumenkern
76,pfeffer aus der mühle,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise""}","{""zutat"": ""Pfeffer"", ""eigenschaft"": ""aus der M\u00fchle""}",0.0005,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""pfeffer"", ""erkannteZutat"": ""Pfeffer""}, {""ZF"": 33000.0, ""ZE"": 109000.0, ""ZK"": 520000.0, ""ZA"": 0.0, ""GCAL"": 2850.0, ""QUALI"": 99999.0}]]}",ok,0.0005 liter Pfeffer,pfeffer
78,spaghetti,170 g,"{""gewicht"": 170, ""einheit"": ""g""}","{""zutat"": ""Spaghetti""}",170.0,g,"{""detailed_info"": [[{""menge"": ""170.0g"", ""einheit"": ""g"", ""bezeichnung"": ""spaghetti"", ""erkannteZutat"": ""Eierteigwaren roh""}, {""ZF"": 4726.0, ""ZE"": 22604.9, ""ZK"": 118847.0, ""ZA"": 0.0, ""GCAL"": 615.4, ""QUALI"": 1.9392704600000004}]]}",ok,170.0 g Spaghetti,spaghetti
79,wasser gesalzen,1 ½ liter,"{""volumen"": ""1 \u00bd"", ""einheit"": ""liter""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""gesalzen""}",1.5,liter,"{""detailed_info"": [[{""menge"": ""1500.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}",ok,1.5 liter Wasser,wasser
80,margarine,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Margarine""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""1.0g"", ""einheit"": ""g"", ""bezeichnung"": ""margarine"", ""erkannteZutat"": ""Margarine""}, {""ZF"": 800.0, ""ZE"": 2.0, ""ZK"": 4.0, ""ZA"": 0.0, ""GCAL"": 7.09, ""QUALI"": 99999.0}]]}",ok,1.0 g margarine,margarine
81,zwiebel gewürfelt,2 stk.,"{""anzahl"": 2, ""einheit"": ""stk.""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",2.0,stück,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 500.0, ""ZE"": 2354.0, ""ZK"": 9842.0, ""ZA"": 0.0, ""GCAL"": 56.0, ""QUALI"": 99999.0}]]}",ok,2.0 stück Zwiebel,zwiebel
82,champignons braun,3 stk.,"{""anzahl"": 3, ""einheit"": ""stk.""}","{""zutat"": ""Champignon"", ""eigenschaft"": ""braun""}",3.0,stück,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""champignon"", ""erkannteZutat"": ""Champignon roh""}, {""ZF"": 74.7, ""ZE"": 1232.1, ""ZK"": 168.0, ""ZA"": 0.0, ""GCAL"": 6.3, ""QUALI"": 1.53613046}]]}",ok,3.0 stück Champignon,champignon
83,wasser,200 ml,"{""volumen"": 200, ""einheit"": ""ml""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""fl\u00fcssig""}",0.2,liter,"{""detailed_info"": [[{""menge"": ""200.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}",ok,0.2 liter Wasser,wasser
84,zucchini geraspelt,150 g,"{""gewicht"": 150, ""einheit"": ""g""}","{""zutat"": ""Zucchini"", ""eigenschaft"": ""geraspelt""}",150.0,g,"{""detailed_info"": [[{""menge"": ""150.0g"", ""einheit"": ""g"", ""bezeichnung"": ""zucchini"", ""erkannteZutat"": ""Zucchini roh""}, {""ZF"": 430.5, ""ZE"": 3045.0, ""ZK"": 3382.5, ""ZA"": 0.0, ""GCAL"": 31.5, ""QUALI"": 1.3953504600000002}]]}",ok,150.0 g Zucchini,zucchini
85,karotte geraspelt,0.5 stk.,"{""anzahl"": 0.5, ""einheit"": ""stk.""}","{""zutat"": ""Karotte"", ""eigenschaft"": ""geraspelt""}",0.5,stück,"{""detailed_info"": [[{""menge"": ""0.5g"", ""einheit"": ""g"", ""bezeichnung"": ""karotte geraspelt"", ""erkannteZutat"": ""Karotten-Saftschorle""}, {""ZF"": 0.38, ""ZE"": 1.575, ""ZK"": 11.875, ""ZA"": 0.0, ""GCAL"": 0.06, ""QUALI"": -0.19605954000000003}]]}",ok,0.5 g karotte geraspelt,karotte geraspelt
86,schnittlauch frisch gehackt,2 esslöffel,"{""anzahl"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Schnittlauch"", ""eigenschaft"": ""gehackt""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""schnittlauch"", ""erkannteZutat"": ""Schnittlauch""}, {""ZF"": 222.0, ""ZE"": 1074.0, ""ZK"": 477.0, ""ZA"": 0.0, ""GCAL"": 8.4, ""QUALI"": 99999.0}]]}",ok,0.03 liter Schnittlauch,schnittlauch
87,walnuss frischkäse,40 g,"{""gewicht"": 40, ""einheit"": ""g""}","{""zutat"": ""Walnuss"", ""eigenschaft"": ""frisch""}",40.0,g,"{""detailed_info"": [[{""menge"": ""40.0g"", ""einheit"": ""g"", ""bezeichnung"": ""walnuss"", ""erkannteZutat"": ""Walnuss roh""}, {""ZF"": 28240.0, ""ZE"": 6428.0, ""ZK"": 2436.4, ""ZA"": 0.0, ""GCAL"": 285.6, ""QUALI"": 1.32496046}]]}",ok,40.0 g Walnuss,walnuss
88,pistazien,40 g,"{""gewicht"": 40, ""einheit"": ""g""}","{""zutat"": ""Pistazie""}",40.0,g,"{""detailed_info"": [[{""menge"": ""40.0g"", ""einheit"": ""g"", ""bezeichnung"": ""pistazie"", ""erkannteZutat"": ""Pistazie""}, {""ZF"": 20640.0, ""ZE"": 8320.8, ""ZK"": 4620.0, ""ZA"": 0.0, ""GCAL"": 234.8, ""QUALI"": 99999.0}]]}",ok,40.0 g Pistazie,pistazie
89,mehl,1 teelöffel,"{""anzahl"": 1, ""einheit"": ""teel\u00f6ffel""}","{""zutat"": ""Mehl""}",0.005,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""mehl"", ""erkannteZutat"": ""Mehl""}, {""ZF"": 98.0, ""ZE"": 1004.0, ""ZK"": 7234.1, ""ZA"": 0.0, ""GCAL"": 34.3, ""QUALI"": 99999.0}]]}",ok,0.005 liter Mehl,mehl
90,wasser,100 ml,"{""volumen"": 100, ""einheit"": ""ml""}","{""zutat"": ""Wasser"", ""eigenschaft"": ""fl\u00fcssig""}",0.1,liter,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""wasser"", ""erkannteZutat"": ""Trinkwasser""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 0.0, ""QUALI"": 99999.0}]]}",ok,0.1 liter Wasser,wasser
91,endivien frisch,0.5 stk.,"{""anzahl"": 0.5, ""einheit"": ""stk.""}","{""zutat"": ""Endivie"", ""eigenschaft"": ""frisch""}",0.5,stück,"{""detailed_info"": [[{""menge"": ""0.5g"", ""einheit"": ""g"", ""bezeichnung"": ""endivien"", ""erkannteZutat"": ""Endivien roh""}, {""ZF"": 1.0, ""ZE"": 8.75, ""ZK"": 6.2, ""ZA"": 0.0, ""GCAL"": 0.075, ""QUALI"": 1.3953504600000002}]]}",ok,0.5 g endivien frisch,endivien
92,zwiebel gewürfelt,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""gew\u00fcrfelt""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
94,knoblauch gehackt,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Knoblauch"", ""eigenschaft"": ""gehackt""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""5.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""knoblauch"", ""erkannteZutat"": ""Knoblauch""}, {""ZF"": 6.0, ""ZE"": 302.5, ""ZK"": 1420.5, ""ZA"": 0.0, ""GCAL"": 7.1, ""QUALI"": 99999.0}]]}",ok,1.0 stück Knoblauch,knoblauch
95,zucker,1 prise,"{""anzahl"": 1, ""einheit"": ""prise"", ""zutat"": ""zucker""}","{""zutat"": ""Zucker"", ""eigenschaft"": ""Prise""}",0.0005,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""zucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 998000.0, ""ZA"": 0.0, ""GCAL"": 4050.0, ""QUALI"": 99999.0}]]}",ok,0.0005 liter Zucker,zucker
96,senf grob mittelscharf,1 teelöffel,"{""volumen"": 1, ""einheit"": ""teel\u00f6ffel""}","{""zutat"": ""Senf"", ""eigenschaft"": ""mittelscharf""}",0.005,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""senf"", ""erkannteZutat"": ""Senf""}, {""ZF"": 399.9, ""ZE"": 600.0, ""ZK"": 600.0, ""ZA"": 0.0, ""GCAL"": 8.6, ""QUALI"": 99999.0}]]}",ok,0.005 liter Senf,senf
97,weinessig,2 esslöffel,"{""volumen"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Essig"", ""eigenschaft"": ""wei\u00df""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""essig"", ""erkannteZutat"": ""Essig""}, {""ZF"": 0.0, ""ZE"": 120.0, ""ZK"": 180.0, ""ZA"": 0.0, ""GCAL"": 5.7, ""QUALI"": 99999.0}]]}",ok,0.03 liter Essig,essig
98,rapsöl,3 esslöffel,"{""anzahl"": 3, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""Raps""}",0.045,liter,"{""detailed_info"": [[{""menge"": ""40.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumenöl""}, {""ZF"": 40000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 353.6, ""QUALI"": 99999.0}]]}",ok,0.045 liter Öl,ol
99,parmesan gerieben,2 esslöffel,"{""anzahl"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Parmesan"", ""eigenschaft"": ""gerieben""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""parmesan"", ""erkannteZutat"": ""Parmesan""}, {""ZF"": 9169.2, ""ZE"": 9204.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 118.8, ""QUALI"": 99999.0}]]}",ok,0.03 liter Parmesan,parmesan
100,möhren,900 g,"{""gewicht"": 900, ""einheit"": ""g""}","{""zutat"": ""M\u00f6hre""}",900.0,g,"{""detailed_info"": [[{""menge"": ""900.0g"", ""einheit"": ""g"", ""bezeichnung"": ""mohre"", ""erkannteZutat"": ""Karotte (Mohrrübe, Möhre) roh""}, {""ZF"": 1620.0, ""ZE"": 7560.0, ""ZK"": 61191.0, ""ZA"": 0.0, ""GCAL"": 297.0, ""QUALI"": -1.64410954}]]}",ok,900.0 g Möhre,mohre
101,zwiebel frisch,1,"{""anzahl"": 1, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Zwiebel"", ""eigenschaft"": ""frisch""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""zwiebel"", ""erkannteZutat"": ""Zwiebeln""}, {""ZF"": 250.0, ""ZE"": 1177.0, ""ZK"": 4921.0, ""ZA"": 0.0, ""GCAL"": 28.0, ""QUALI"": 99999.0}]]}",ok,1.0 stück Zwiebel,zwiebel
102,bohnen grün frisch,400 g,"{""gewicht"": 400, ""einheit"": ""g""}","{""zutat"": ""Bohne"", ""eigenschaft"": ""frisch""}",400.0,g,"{""detailed_info"": [[{""menge"": ""400.0g"", ""einheit"": ""g"", ""bezeichnung"": ""bohne"", ""erkannteZutat"": ""Sojabohnen""}, {""ZF"": 23596.0, ""ZE"": 47604.0, ""ZK"": 41600.0, ""ZA"": 0.0, ""GCAL"": 576.0, ""QUALI"": 0.63580046}]]}",ok,400.0 g Bohne,bohne
104,paprikaschoten frisch,3,"{""anzahl"": 3, ""einheit"": ""St\u00fcck""}","{""zutat"": ""Paprikaschote"", ""eigenschaft"": ""frisch""}",3.0,stück,"{""detailed_info"": [[{""menge"": ""420.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""paprikaschote"", ""erkannteZutat"": ""Paprikaschoten roh""}, {""ZF"": 1008.0, ""ZE"": 4536.0, ""ZK"": 12222.0, ""ZA"": 0.0, ""GCAL"": 79.8, ""QUALI"": 1.4210004600000001}]]}",ok,3.0 stück Paprikaschote,paprikaschote
105,zucchini frisch,100 g,"{""gewicht"": 100, ""einheit"": ""g""}","{""zutat"": ""Zucchini"", ""eigenschaft"": ""frisch""}",100.0,g,"{""detailed_info"": [[{""menge"": ""100.0g"", ""einheit"": ""g"", ""bezeichnung"": ""zucchini"", ""erkannteZutat"": ""Zucchini roh""}, {""ZF"": 287.0, ""ZE"": 2030.0, ""ZK"": 2255.0, ""ZA"": 0.0, ""GCAL"": 21.0, ""QUALI"": 1.3953504600000002}]]}",ok,100.0 g Zucchini,zucchini
106,sellerie frisch,0.5 stk.,"{""anzahl"": 0.5, ""einheit"": ""stk.""}","{""zutat"": ""Sellerie"", ""eigenschaft"": ""frisch""}",0.5,stück,"{""detailed_info"": [[{""menge"": ""0.5g"", ""einheit"": ""g"", ""bezeichnung"": ""sellerie"", ""erkannteZutat"": ""Sellerie roh""}, {""ZF"": 1.0, ""ZE"": 6.0, ""ZK"": 10.9, ""ZA"": 0.0, ""GCAL"": 0.085, ""QUALI"": 1.3953504600000002}]]}",ok,0.5 g sellerie frisch,sellerie
107,karotten,7 stk.,"{""anzahl"": 7, ""einheit"": ""stk.""}","{""zutat"": ""Karotte""}",7.0,stück,"{""detailed_info"": [[{""menge"": ""7.0g"", ""einheit"": ""g"", ""bezeichnung"": ""karotten"", ""erkannteZutat"": ""Karotten-Saftschorle""}, {""ZF"": 5.32, ""ZE"": 22.05, ""ZK"": 166.25, ""ZA"": 0.0, ""GCAL"": 0.84, ""QUALI"": 0.20063045999999995}]]}",ok,7.0 g karotten,karotten
108,zitronensaft,2 esslöffel,"{""volumen"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Zitronensaft""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""zitronensaft"", ""erkannteZutat"": ""Zitrone Fruchtsaft""}, {""ZF"": 145.2, ""ZE"": 190.5, ""ZK"": 1126.8, ""ZA"": 0.0, ""GCAL"": 11.1, ""QUALI"": 99999.0}]]}",ok,0.03 liter Zitronensaft,zitronensaft
109,zucker,1 esslöffel,"{""volumen"": 1, ""einheit"": ""essl\u00f6ffel"", ""zutat"": ""zucker""}","{""zutat"": ""Zucker""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""zucker"", ""erkannteZutat"": ""Zucker""}, {""ZF"": 0.0, ""ZE"": 0.0, ""ZK"": 9980.0, ""ZA"": 0.0, ""GCAL"": 40.5, ""QUALI"": 99999.0}]]}",ok,0.015 liter Zucker,zucker
111,essig,1 esslöffel,"{""volumen"": 1, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""Essig""}",0.015,liter,"{""detailed_info"": [[{""menge"": ""10.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""essig"", ""erkannteZutat"": ""Essig""}, {""ZF"": 0.0, ""ZE"": 40.0, ""ZK"": 60.0, ""ZA"": 0.0, ""GCAL"": 1.9, ""QUALI"": 99999.0}]]}",ok,0.015 liter Essig,essig
112,pfeffer aus der mühle weiß,1 prise,"{""anzahl"": 1, ""einheit"": ""Prise""}","{""zutat"": ""Pfeffer"", ""eigenschaft"": ""wei\u00df""}",0.0005,liter,"{""detailed_info"": [[{""menge"": ""1000.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""pfeffer"", ""erkannteZutat"": ""Pfeffer""}, {""ZF"": 33000.0, ""ZE"": 109000.0, ""ZK"": 520000.0, ""ZA"": 0.0, ""GCAL"": 2850.0, ""QUALI"": 99999.0}]]}",ok,0.0005 liter Pfeffer,pfeffer
113,rapsöl,2 esslöffel,"{""volumen"": 2, ""einheit"": ""essl\u00f6ffel""}","{""zutat"": ""\u00d6l"", ""eigenschaft"": ""Raps-""}",0.03,liter,"{""detailed_info"": [[{""menge"": ""30.0g"", ""einheit"": ""liter"", ""bezeichnung"": ""ol"", ""erkannteZutat"": ""Sonnenblumenöl""}, {""ZF"": 30000.0, ""ZE"": 0.0, ""ZK"": 0.0, ""ZA"": 0.0, ""GCAL"": 265.2, ""QUALI"": 99999.0}]]}",ok,0.03 liter Öl,ol
114,joghurt   fett,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Joghurt"", ""eigenschaft"": ""fett""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""joghurt"", ""erkannteZutat"": ""Joghurt-Müsli""}, {""ZF"": 3376.0, ""ZE"": 5700.5, ""ZK"": 29423.5, ""ZA"": 0.0, ""GCAL"": 173.0, ""QUALI"": 0.8597204600000001}]]}",ok,50.0 g Joghurt,joghurt
115,schmand,50 g,"{""gewicht"": 50, ""einheit"": ""g""}","{""zutat"": ""Schmand"", ""eigenschaft"": ""rahmig""}",50.0,g,"{""detailed_info"": [[{""menge"": ""50.0g"", ""einheit"": ""g"", ""bezeichnung"": ""schmand"", ""erkannteZutat"": ""Creme/Schmand""}, {""ZF"": 15000.5, ""ZE"": 1250.0, ""ZK"": 1200.0, ""ZA"": 0.0, ""GCAL"": 144.0, ""QUALI"": 0.8597204600000001}]]}",ok,50.0 g Schmand,schmand
116,apfel elstar,1 stk.,"{""anzahl"": 1, ""einheit"": ""stk.""}","{""zutat"": ""Apfel"", ""eigenschaft"": ""Elstar""}",1.0,stück,"{""detailed_info"": [[{""menge"": ""115.0g"", ""einheit"": ""stück"", ""bezeichnung"": ""apfel"", ""erkannteZutat"": ""Apfel""}, {""ZF"": 56.35, ""ZE"": 391.0, ""ZK"": 16502.5, ""ZA"": 0.0, ""GCAL"": 70.15, ""QUALI"": 99999.0}]]}",ok,1.0 stück Apfel,apfel
